form	lemma	POS	morph
-los		PRO^D^3^PL	
per		P	
dret		N	
que		C	
així		ADV	
era		VBDI^3^SG	
con		C	
nós		PRO^1^PL	
deýem		VBDI^1^PL	
.		.	
E		CONJ	
ells		PRO^3^PL	
dixeren		VBDI^3^PL	
que		C	
no		NEG	
era		VBDI^3^SG	
lur		D^POS	
enteniment		N	
que		C	
així		ADV	
fos		VBDS^3^SG	
;		;	
e		CONJ	
nós		PRO^1^PL	
dixem		VBDI^1^PL	
:		:	
Pus		C	
no		NEG	
u		PRO^A^NTR	
volets		VBPI^2^PL	
entendre		VB	
,		COMMA	
no		NEG	
y		PRO^ADV	
podem		VBPI^1^PL	
àls		PRO^Q	
;		;	
mas		CONJ	
nós		PRO^1^PL	
darem		VBFI^1^PL	
la		D	
vila		N	
a		P	
Déus		N	
,		COMMA	
a		P	
qui		C	
·s		PRO^RFL^3^SG	
que		C	
pes		N	
.		.	
E		CONJ	
,		COMMA	
passat		VNI	
açò		PRO^3^SG	
,		COMMA	
vench		VBDI^3^SG	
a		P	
nós		PRO^1^PL	
l’		D	
algutzir		VB	
de		P	
la		D	
vila		N	
,		COMMA	
e		CONJ	
dels		P+D	
veyls		N	
pus		ADV	
de		P	
·xx		NUM	
·		.	
;		;	
e		CONJ	
dixeren		VBDI^3^PL	
-nos		PRO^D^1^PL	
que		C	
·ns		PRO^D^1^PL	
pregaven		VBDI^3^PL	
que		C	
nós		PRO^1^PL	
no		NEG	
emaràssem		VBFI^1^PL	
la		D	
mesquita		N	
ni		CONJ+NEG	
la		PRO^A^3^PL	
volguéssem		VBDS^1^PL	
tolre		VB	
a		P	
ells		PRO^3^PL	
,		COMMA	
car		C	
aquel		D^DEM	
era		VBDI^3^SG	
lo		D	
meylor		ADJ	
loch		N	
que		C	
ells		PRO^3^PL	
havien		VBDI^3^PL	
per		P	
fer		VB	
oració		N	
lur		D^POS	
.		.	
E		CONJ	
nós		PRO^1^PL	
dixem		VBDI^1^PL	
-los		PRO^D^3^PL	
que		C	
així		ADV	
con		C	
ells		PRO^3^PL	
volien		VBDI^3^PL	
lo		D	
meylor		ADJ	
loch		N	
de		P	
fer		VB	
oratió		N	
,		COMMA	
que		C	
nós		PRO^1^PL	
lo		PRO^A^3^SG	
volíem		VBDI^1^PL	
haver		VB	
,		COMMA	
e		CONJ	
que		C	
d’		P	
altra		D^Q	
manera		N	
no		NEG	
podia		VBDI^3^SG	
ésser		VB	
ni		CONJ+NEG	
devia		VBDI^3^SG	
;		;	
que		C	
bé		ADV	
era		VBDI^3^SG	
cosa		N	
covinent		ADJ	
que		C	
nós		PRO^1^PL	
haguéssem		VBDS^1^PL	
·i·		NUM	
loch		N	
gran		ADJ	
de		P	
fer		VB	
oració		N	
,		COMMA	
pus		ADV	
ells		PRO^3^PL	
tants		D^Q	
n’		PRO^ADV	
avien		VBDI^3^PL	
.		.	
E		CONJ	
éls		PRO^3^PL	
dixeren		VBDI^3^PL	
que		C	
d’		P	
altra		D^Q	
guisa		N	
no		NEG	
u		PRO^A^NTR	
farien		VBPC^3^PL	
.		.	
E		CONJ	
vench		VBDI^3^SG	
en		P	
açò		PRO^3^SG	
entre		P	
nós		PRO^1^PL	
e		CONJ	
ells		PRO^3^PL	
que		C	
·ls		D	
dixéssem		VBDS^1^PL	
que		C	
·ns		PRO^D^1^PL	
pesava		VBDI^3^SG	
molt		ADV	
del		P+D	
mal		N	
que		C	
éls		PRO^3^PL	
pendrien		VBDI^3^PL	
,		COMMA	
pus		ADV	
ells		PRO^3^PL	
no		NEG	
se		PRO^RFL^3^SG	
·n		PRO^ADV	
volien		VBDI^3^PL	
escusar		VB	
,		COMMA	
e		CONJ	
que		C	
nós		PRO^1^PL	
de		P	
tot		PRO^Q	
en		P	
tot		D^Q	
la		D	
església		N	
hauríem		VBPC^1^PL	
;		;	
e		CONJ	
ells		PRO^3^PL	
que		C	
entrassen		VBDS^3^PL	
en		P	
la		D	
vila		N	
e		CONJ	
que		C	
s’		PRO^RFL^3^SG	
í		PRO^ADV	
acordassen		VBDI^3^PL	
bé		ADV	
què		WPRO	
a		P	
fer		VB	
avenia		N	
.		.	
E		CONJ	
nós		PRO^1^PL	
manam		VBDI^1^PL	
guarnir		VB	
·l·		NUM	
cavallers		N	
qui		C	
eren		VBDI^3^PL	
en		P	
l’		D	
alcàcer		N	
e		CONJ	
que		C	
·cxx·		NUM	
balesters		N	
que		C	
y		PRO^ADV	
havia		VBDI^3^SG	
de		P	
Tortosa		N	
que		C	
s’		PRO^RFL^3^SG	
aparaylassen		VBDS^3^PL	
;		;	
FOL170v		FOL	
e		CONJ	
,		COMMA	
si		C	
açò		PRO^3^SG	
no		NEG	
volguessen		VBDI^3^PL	
atorgar		VB	
,		COMMA	
que		C	
la		D	
vila		N	
que		C	
·s		PRO^RFL^3^SG	
barrejàs		VBDS^3^SG	
.		.	
E		CONJ	
ells		PRO^3^PL	
viren		VBDI^3^PL	
que		C	
·s		PRO^RFL^3^SG	
faÿa		VBDI^3^SG	
la		D	
cosa		N	
a		P	
certes		N	
e		CONJ	
dixeren		VBDI^3^PL	
que		C	
·s		PRO^RFL^3^SG	
faria		VBPC^3^SG	
la		D	
cosa		N	
a		P	
nostra		D^POS	
voluntat		N	
;		;	
e		CONJ	
ab		P	
aitant		N	
nós		PRO^1^PL	
haguem		VBDI^1^PL	
la		D	
església		N	
.		.	
E		CONJ	
,		COMMA	
quan		C	
vench		VBDI^3^SG	
que		C	
nós		PRO^1^PL	
haguem		VBDI^1^PL	
la		D	
església		N	
,		COMMA	
sempre		ADV	
manam		VBDI^1^PL	
-hi		PRO^ADV	
fer		VB	
altar		N	
de		P	
nostra		D^POS	
dona		N	
sancta		ADJ	
Maria		NPR	
,		COMMA	
car		C	
en		P	
totes		D^Q	
les		D	
viles		N	
que		C	
grans		ADJ	
fossen		VBDS^3^PL	
,		COMMA	
que		C	
Déus		N	
nos		PRO^D^1^PL	
havia		VBDI^3^SG	
donades		VNI	
a		P	
goanyar		VB	
de		P	
sarraïns		N	
,		COMMA	
havíem		VBDI^1^PL	
hedifficada		VNI	
església		N	
de		P	
nostra		D^POS	
dona		N	
sancta		ADJ	
Maria		NPR	
.		.	
per		P	
ço		PRO^3^SG	
car		C	
aquesta		D^DEM	
era		VBDI^3^SG	
la		D	
major		ADJ	
vila		N	
e		CONJ	
la		D	
pus		ADV	
honrada		ADJ	
de		P	
tota		D^Q	
la		D	
Andaluzia		NPR	
,		COMMA	
levada		VNI	
Sivíllia		NPR	
,		COMMA	
volguem		VBPC^1^PL	
honrar		VB	
lo		D	
nom		N	
de		P	
la		D	
Mare		NPR	
de		P	
Déu		N	
,		COMMA	
que		C	
y		PRO^ADV	
fos		VBDS^3^SG	
ella		PRO^3^SG	
honrada		ADJ	
per		P	
tots		D^Q	
temps		N	
.		.	
E		CONJ	
,		COMMA	
quan		C	
vench		VBDI^3^SG	
al		P+D	
segon		N	
dia		N	
,		COMMA	
e		CONJ	
fo		VBDI^3^SG	
aguizat		VNI	
l’		D	
altar		N	
,		COMMA	
nós		PRO^1^PL	
lo		PRO^A^3^SG	
faem		VBDI^1^PL	
guarnir		VB	
gran		ADJ	
matí		N	
ab		P	
la		D	
roba		N	
de		P	
nostra		D^POS	
capela		N	
e		CONJ	
molt		ADV	
honradament		ADV	
e		CONJ	
nobla		N	
.		.	
fo		VBDI^3^SG	
ab		P	
nós		PRO^1^PL	
Arnau		NPR	
de		P	
Gurp		NPR	
,		COMMA	
bisbe		N	
de		P	
Barcelona		NPR	
,		COMMA	
e		CONJ	
·l		D	
bisbe		N	
de		P	
Cartagènia		NPR	
;		;	
e		CONJ	
tots		D^Q	
quants		WADJ	
clergues		N	
nós		PRO^1^PL	
trobam		VBDI^1^PL	
,		COMMA	
nós		PRO^1^PL	
los		D	
faem		VBDI^1^PL	
guarnir		VB	
ab		P	
capes		N	
de		P	
samit		N	
e		CONJ	
d’		P	
altres		D^Q	
draps		N	
ab		P	
aur		N	
.		.	
E		CONJ	
ab		P	
nostres		D^POS	
creus		N	
e		CONJ	
ab		P	
ymage		N	
de		P	
nostra		D^POS	
dona		N	
sancta		ADJ	
Maria		NPR	
moguem		VBDI^1^PL	
de		P	
la		D	
albergada		N	
on		C	
nós		PRO^1^PL	
estàvem		VBDI^1^PL	
en		P	
la		D	
ost		N	
e		CONJ	
a		P	
peu		N	
venguem		VBDI^1^PL	
e		CONJ	
entram		VBDI^1^PL	
per		P	
la		D	
vila		N	
entrò		P	
a		P	
la		D	
esglesia		N	
que		C	
havíem		VBDI^1^PL	
hedificada		VNI	
de		P	
nostra		D^POS	
dona		N	
sancta		ADJ	
Maria		NPR	
.		.	
E		CONJ	
,		COMMA	
quan		C	
vim		VBDI^1^PL	
l’		D	
altar		N	
e		CONJ	
·ns		PRO^RFL^1^PL	
acostam		VBDI^1^PL	
a		P	
ell		PRO^3^SG	
,		COMMA	
près		VBDI^3^SG	
-nos		PRO^RFL^1^PL	
tan		ADV	
gran		ADJ	
devoció		N	
de		P	
la		D	
gràcia		N	
e		CONJ	
de		P	
la		D	
misericòrdia		N	
que		C	
Déus		N	
nos		PRO^D^1^PL	
havia		VBDI^3^SG	
feyta		VNI	
per		P	
prechs		N	
de		P	
la		D	
sua		D^POS	
Mare		NPR	
;		;	
car		C	
no		NEG	
passàvem		VBDI^1^PL	
entorn		P	
de		P	
Múrcia		NPR	
nulla		ADJ	
vegada		N	
,		COMMA	
que		C	
nós		PRO^1^PL	
no		NEG	
la		D	
pregàssem		VBDI^1^PL	
que		C	
nós		PRO^1^PL	
hi		PRO^ADV	
poguéssem		VBDS^1^PL	
metre		VB	
lo		D	
nom		N	
de		P	
la		D	
verge		N	
gloriosa		ADJ	
sancta		ADJ	
Maria		NPR	
;		;	
e		CONJ	
ella		PRO^3^SG	
pregam		VBPI^1^PL	
e		CONJ	
·l		D	
seu		D^POS	
car		ADJ	
fiyl		N	
,		COMMA	
féu		VBDI^3^SG	
-nos		PRO^D^1^PL	
complir		VB	
nostra		D^POS	
voluntat		N	
.		.	
E		CONJ	
nós		PRO^1^PL	
,		COMMA	
abraçats		VNI	
ab		P	
l’		D	
altar		N	
,		COMMA	
ploram		VBDI^1^PL	
tant		ADV	
fort		ADV	
e		CONJ	
tant		ADV	
de		P	
cor		N	
,		COMMA	
que		C	
per		P	
anadura		N	
d’		P	
una		D^Q	
gran		ADJ	
milla		N	
no		NEG	
·ns		PRO^D^1^PL	
poguem		VBDI^1^PL	
partir		VB	
d’		P	
aquel		D^DEM	
plorar		VB	
ni		CONJ+NEG	
de		P	
l’		D	
altar		N	
.		.	
E		CONJ	
faem		VBDI^1^PL	
cantar		VB	
&LL		OLB	
Veni		FW	
Creator		NPR	
Spiritus		FW	
&LT		OLE	
e		CONJ	
puys		ADV	
la		D	
missa		N	
de		P	
&LL		OLB	
Salve		NPR	
Sancta		ADJ	
Parents		VBI^2^PL	
&LT		OLE	
.		.	
E		CONJ	
,		COMMA	
açò		PRO^3^SG	
feyt		VNI	
,		COMMA	
entram		VBDI^1^PL	
-nos		PRO^RFL^1^PL	
-en		PRO^ADV	
en		P	
l’		D	
alcàcer		N	
albergar		VB	
ab		P	
gran		ADJ	
alegria		N	
.		.	
FOL171r		FOL	
§		§	
E		CONJ	
,		COMMA	
quant		C	
vench		VBDI^3^SG	
al		P+D	
terç		ADJ	
dia		N	
,		COMMA	
nós		PRO^1^PL	
faem		VBDI^1^PL	
venir		VB	
denant		P	
nós		PRO^1^PL	
nostres		D^POS	
fiyls		N	
e		CONJ	
·l		D	
bisbe		N	
de		P	
Barcelona		NPR	
e		CONJ	
·lls		D	
richs		ADJ	
hòmens		N	
de		P	
Cathalunya		NPR	
e		CONJ	
d’		P	
Aragó		NPR	
qui		C	
eren		VBDI^3^PL	
ab		P	
nós		PRO^1^PL	
e		CONJ	
dixem		VBDI^1^PL	
-los		PRO^D^3^PL	
que		C	
acordassen		VBDI^3^PL	
en		P	
qual		C	
manera		N	
faríem		VBPC^1^PL	
.		.	
E		CONJ	
dixeren		VBDI^3^PL	
tots		PRO^Q	
a		P	
l’		D	
infant		N	
En		DPR	
Pere		NPR	
que		C	
y		PRO^ADV	
dixés		VBDS^3^SG	
.		.	
E		CONJ	
ell		PRO^3^SG	
dix		VBDI^3^SG	
que		C	
,		COMMA	
pus		C	
Déus		N	
nos		PRO^D^1^PL	
havia		VBDI^3^SG	
feyta		VNI	
tanta		D^Q	
de		P	
mercè		N	
que		C	
havíem		VBDI^1^PL	
pres		VNI	
aquel		D^DEM	
loch		N	
ab		P	
d’		P	
altres		D^Q	
molts		D^Q	
,		COMMA	
que		C	
u		PRO^A^NTR	
faéssem		VBDS^1^PL	
a		P	
ssaber		VB	
al		P+D	
rey		N	
de		P	
Castella		NPR	
,		COMMA	
e		CONJ	
ell		PRO^3^SG	
que		C	
emparàs		VBDS^3^SG	
la		D	
ciutat		N	
e		CONJ	
la		D	
terra		N	
;		;	
e		CONJ	
que		C	
assats		ADV	
hi		PRO^ADV	
havíem		VBDI^1^PL	
complit		VNI	
de		P	
nostre		D^POS	
deute		N	
.		.	
E		CONJ	
dixeren		VBDI^3^PL	
puys		ADV	
a		P	
l’		D	
infant		N	
Don		DPR	
Jayme		NPR	
que		C	
y		PRO^ADV	
dixés		VBDS^3^SG	
.		.	
E		CONJ	
él		PRO^3^SG	
dix		VBDI^3^SG	
que		C	
s’		PRO^RFL^3^SG	
acordaria		VBPC^3^SG	
a		P	
açò		PRO^3^SG	
que		C	
l’		D	
infant		N	
En		DPR	
Pere		NPR	
nos		PRO^D^1^PL	
havia		VBDI^3^SG	
dit		VNI	
.		.	
E		CONJ	
puys		ADV	
dixem		VBDI^1^PL	
al		P+D	
bisbe		N	
de		P	
Barcelona		NPR	
que		C	
y		PRO^ADV	
dixés		VBDS^3^SG	
ço		PRO^3^SG	
que		C	
li		PRO^D^3^SG	
·n		PRO^ADV	
semblava		VBDI^3^SG	
.		.	
E		CONJ	
ell		PRO^3^SG	
dix		VBDI^3^SG	
:		:	
Pus		C	
volets		VBPI^2^PL	
que		C	
us		PRO^D^2^PL	
ho		PRO^A^NTR	
diga		VBPS^3^SG	
,		COMMA	
diré		VBFI^1^SG	
-hi		PRO^ADV	
ço		PRO^3^SG	
que		C	
a		P	
mi		PRO^D^1^SG	
sembla		VBPI^3^SG	
.		.	
Dich		NPR	
-vos		PRO^D^2^PL	
que		C	
·m		PRO^D^1^SG	
tolria		VBPC^3^SG	
que		C	
no		NEG	
enviaria		VBDI^3^SG	
al		P+D	
rey		N	
de		P	
Castella		NPR	
,		COMMA	
mas		CONJ	
a		P	
Alfonso		NPR	
Garcia		NPR	
,		COMMA	
qui		C	
la		PRO^A^3^SG	
tenia		VBDI^3^SG	
per		P	
lo		D	
rey		N	
,		COMMA	
la		D	
enviaria		N	
;		;	
e		CONJ	
que		C	
assats		ADV	
ne		PRO^ADV	
havíem		VBDI^1^PL	
complit		VNI	
nostre		D^POS	
deute		N	
,		COMMA	
pus		ADV	
la		D	
liuràvem		VBDS^1^PL	
a		P	
aquel		D^DEM	
que		C	
la		PRO^A^3^SG	
tenia		VBDI^3^SG	
per		P	
ell		PRO^3^SG	
;		;	
car		C	
nós		PRO^1^PL	
faýem		VBDI^1^PL	
gran		ADJ	
messió		N	
aquí		ADV	
,		COMMA	
e		CONJ	
aquela		D^DEM	
messió		N	
estalviaríem		VBDI^1^PL	
;		;	
e		CONJ	
,		COMMA	
si		C	
més		ADV	
ne		PRO^ADV	
faýem		VBDI^1^PL	
,		COMMA	
que		C	
la		D	
perdríem		VBDI^1^PL	
.		.	
E		CONJ	
en		P	
aquest		D^DEM	
conseyl		N	
del		P+D	
bisbe		N	
acordaren		VBDI^3^PL	
-se		PRO^RFL^3^PL	
los		D	
altres		D^Q	
richs		ADJ	
hòmens		N	
.		.	
E		CONJ	
sobre		P	
açò		PRO^3^SG	
dixeren		VBDI^3^PL	
a		P	
nós		PRO^1^PL	
que		C	
y		PRO^ADV	
dixéssem		VBDS^1^PL	
ço		PRO^3^SG	
que		C	
·ns		PRO^D^1^PL	
hi		PRO^ADV	
semblava		VBDI^3^SG	
.		.	
nós		PRO^1^PL	
dixem		VBDI^1^PL	
-los		PRO^D^3^PL	
en		P	
aquesta		D^DEM	
manera		N	
:		:	
que		C	
teníem		VBDI^1^PL	
per		P	
bo		ADJ	
ço		PRO^3^SG	
que		C	
·l		D	
bisbe		N	
de		P	
Barcelona		NPR	
havia		VBDI^3^SG	
dit		VNI	
,		COMMA	
en		P	
rendre		VB	
la		D	
ciutat		N	
de		P	
Múrcia		NPR	
a		P	
Don		DPR	
Alfonso		NPR	
Garcia		NPR	
,		COMMA	
e		CONJ	
que		C	
així		ADV	
ho		PRO^A^NTR	
havíem		VBDI^1^PL	
nós		PRO^1^PL	
en		P	
cor		N	
;		;	
mas		CONJ	
de		P	
partir		VB	
-nos		PRO^RFL^1^PL	
d’		P	
aquí		ADV	
,		COMMA	
lexar		VB	
la		D	
terra		N	
a		P	
gent		N	
de		P	
Castella		NPR	
,		COMMA	
així		ADV	
con		C	
a		P	
ell		PRO^3^SG	
e		CONJ	
a		P	
Don		DPR	
Pero		NPR	
Goçman		NPR	
,		COMMA	
que		C	
no		NEG	
u		PRO^A^NTR	
teníem		VBDI^1^PL	
per		P	
bé		ADV	
,		COMMA	
que		C	
,		COMMA	
quan		C	
ells		PRO^3^PL	
eren		VBDI^3^PL	
poderoses		ADJ	
dels		P+D	
lochs		N	
,		COMMA	
los		D	
perdrien		VBDI^3^PL	
.		.	
E		CONJ	
que		C	
ara		ADV	
los		D	
lexàssem		VBDS^1^PL	
la		D	
ciutat		N	
,		COMMA	
quant		C	
l’		D	
altar		N	
de		P	
nostra		D^POS	
dona		N	
sancta		ADJ	
Maria		NPR	
hi		PRO^ADV	
era		VBDI^3^SG	
hedificat		VNI	
per		P	
nós		PRO^1^PL	
,		COMMA	
e		CONJ	
que		C	
la		PRO^A^3^PL	
lexàssem		VBDS^1^PL	
sola		ADJ	
aquí		ADV	
,		COMMA	
no		NEG	
u		PRO^A^NTR	
faríem		VBPC^1^PL	
per		P	
re		N	
;		;	
que		C	
,		COMMA	
si		C	
per		P	
nostra		D^POS	
desaventura		N	
recobraven		VBDI^3^PL	
aquela		D^DEM	
los		D	
sarraïns		N	
,		COMMA	
gran		ADJ	
dolor		N	
ne		PRO^ADV	
poríem		VBPC^1^PL	
.		.	
Perquè		C	
en		P	
esta		D^DEM	
manera		N	
no		NEG	
u		PRO^A^NTR	
poríem		VBPC^1^PL	
lexar		VB	
,		COMMA	
jo		PRO^1^SG	
ni		CONJ+NEG	
·ls		D	
altres		D^Q	
:		:	
Car		C	
lo		D	
be		N	
que		C	
jo		PRO^1^SG	
ni		CONJ+NEG	
vosaltres		PRO^2^PL	
havem		VBPI^1^PL	
,		COMMA	
FOL171v		FOL	
que		C	
Déu		N	
nos		PRO^D^1^PL	
fa		VBPI^3^SG	
,		COMMA	
tot		D^Q	
ho		PRO^A^NTR	
havem		VBPI^1^PL	
per		P	
ella		PRO^3^SG	
,		COMMA	
que		C	
·n		PRO^ADV	
prega		VBDI^3^SG	
al		P+D	
seu		D^POS	
car		ADJ	
fiyl		N	
per		P	
nós		PRO^1^PL	
.		.	
E		CONJ	
sapiats		VBI^2^PL	
que		C	
per		P	
re		PRO^Q	
del		P+D	
món		N	
no		NEG	
la		D	
desempararem		VBDS^1^PL	
en		P	
aquest		D^DEM	
punt		N	
ni		CONJ+NEG	
en		P	
aquesta		D^DEM	
saó		N	
.		.	
E		CONJ	
tench		VBDI^3^SG	
per		P	
bo		ADJ	
ço		PRO^3^SG	
que		C	
l’		D	
infant		N	
En		DPR	
Pere		NPR	
diu		VBPI^3^SG	
:		:	
que		C	
enviem		VBPS^1^PL	
missatge		N	
al		P+D	
rey		N	
de		P	
Castella		NPR	
con		C	
la		D	
vila		N	
havem		VBPI^1^PL	
renduda		VNI	
a		P	
Don		DPR	
Alfonso		NPR	
Garcia		NPR	
,		COMMA	
e		CONJ	
que		C	
ell		PRO^3^SG	
enviÿ		VBPS^3^SG	
a		P	
ell		PRO^3^SG	
tal		ADJ	
secors		N	
que		C	
la		D	
pusca		VBPS^3^SG	
retener		VB	
;		;	
e		CONJ	
puys		ADV	
porem		VBFI^1^PL	
-nos		PRO^RFL^1^PL	
-ne		PRO^ADV	
anar		VB	
.		.	
E		CONJ	
viren		VBDI^3^PL	
que		C	
nós		PRO^1^PL	
ó		PRO^A^NTR	
volíem		VBDI^1^PL	
e		CONJ	
volíem		VBDI^1^PL	
soffrir		VB	
la		D	
messió		N	
,		COMMA	
e		CONJ	
dixeren		VBDI^3^PL	
que		C	
·n		PRO^ADV	
faéssem		VBDS^1^PL	
a		P	
nostra		D^POS	
voluntat		N	
.		.	
E		CONJ	
haguem		VBDI^1^PL	
·ii·		NUM	
adalils		N	
e		CONJ	
trametem		VBDI^1^PL	
-los		PRO^A^3^PL	
al		P+D	
rey		N	
de		P	
Castella		NPR	
ab		P	
nostres		D^POS	
cartes		N	
,		COMMA	
con		C	
faés		VBDS^3^SG	
emparar		VB	
la		D	
ciutat		N	
de		P	
Múrcia		NPR	
e		CONJ	
·ls		D	
altres		D^Q	
castells		N	
.		.	
E		CONJ	
entre		P	
Múrcia		NPR	
e		CONJ	
Lorca		NPR	
e		CONJ	
·lls		D	
altres		D^Q	
eren		VBDI^3^PL	
·xxviii		NUM	
·		.	
castells		D^POS	
,		COMMA	
aquels		D^DEM	
que		C	
nós		PRO^1^PL	
los		D	
rendem		VBDI^1^PL	
.		.	
E		CONJ	
sempre		ADV	
,		COMMA	
de		P	
mantinent		ADV	
,		COMMA	
retem		VBPI^1^PL	
la		D	
ciutat		N	
de		P	
Múrcia		NPR	
a		P	
Don		DPR	
Alfonso		NPR	
Garcia		NPR	
;		;	
e		CONJ	
él		PRO^3^SG	
près		VBDI^3^SG	
l’		D	
alcàcer		N	
e		CONJ	
mès		VBDI^3^SG	
-hi		PRO^ADV	
ses		D^POS	
gaytes		N	
.		.	
E		CONJ	
nós		PRO^1^PL	
que		C	
li		PRO^D^3^SG	
estàvem		VBDI^1^PL	
de		P	
prop		P	
tro		P	
que		C	
·l		D	
missatge		N	
vench		VBDI^3^SG	
del		P+D	
rey		N	
de		P	
Castella		NPR	
,		COMMA	
que		C	
·ns		PRO^D^1^PL	
envià		VBDI^3^SG	
a		P	
dir		VB	
que		C	
ell		PRO^3^SG	
hi		PRO^ADV	
enviaria		VBPC^3^SG	
son		D^POS	
conseyl		N	
,		COMMA	
e		CONJ	
en		P	
breu		ADJ	
,		COMMA	
e		CONJ	
que		C	
·ns		PRO^D^1^PL	
grahia		VBDI^3^SG	
molt		ADV	
la		D	
amor		N	
que		C	
nós		PRO^1^PL	
li		PRO^D^3^SG	
havíem		VBDI^1^PL	
feyta		VNI	
e		CONJ	
ço		PRO^3^SG	
que		C	
li		PRO^D^3^SG	
faýem		VBDI^1^PL	
saber		VB	
.		.	
E		CONJ	
sobre		P	
açò		PRO^3^SG	
poblam		VBDI^1^PL	
-hi		PRO^ADV	
bé		ADV	
·x·		NUM	
mília		NUM	
hòmens		N	
d’		P	
armes		N	
,		COMMA	
entre		P	
de		P	
nostra		D^POS	
terra		N	
e		CONJ	
d’		P	
altres		D^Q	
,		COMMA	
e		CONJ	
que		C	
ells		PRO^3^PL	
que		C	
romanguessen		VBDI^3^PL	
aquí		ADV	
ab		P	
Don		DPR	
Alfonso		NPR	
Garcia		NPR	
e		CONJ	
que		C	
li		PRO^D^3^SG	
ajudassen		VBDS^3^PL	
.		.	
E		CONJ	
,		COMMA	
lexada		VNI	
la		D	
vila		N	
establida		VNI	
en		P	
esta		D^DEM	
manera		N	
que		C	
damunt		P	
havem		VBPI^1^PL	
dit		VN	
,		COMMA	
anam		VBDI^1^PL	
-nos		PRO^RFL^1^PL	
-en		PRO^ADV	
a		P	
Oriola		NPR	
e		CONJ	
en		P	
l’		D	
altre		D^Q	
dia		N	
en		P	
Alaquant		NPR	
;		;	
e		CONJ	
aquí		ADV	
faem		VBDI^1^PL	
venir		VB	
nostres		D^POS	
fiyls		N	
e		CONJ	
nostres		D^POS	
richs		ADJ	
hòmens		N	
denant		P	
nós		PRO^1^PL	
e		CONJ	
dixem		VBDI^1^PL	
-los		PRO^D^3^PL	
que		C	
,		COMMA	
si		C	
ells		PRO^3^PL	
ho		PRO^A^NTR	
tenien		VBDI^3^PL	
per		P	
bé		ADV	
,		COMMA	
que		C	
poríem		VBPC^1^PL	
fer		VB	
bona		ADJ	
cavalgada		N	
a		P	
Almeria		NPR	
ans		ADV	
que		C	
·ns		PRO^RFL^1^PL	
en		P	
partíssem		VBDI^1^PL	
;		;	
e		CONJ	
que		C	
nós		PRO^1^PL	
dar		VB	
-los		PRO^D^3^PL	
híem		VBDI^1^PL	
conduyt		N	
per		P	
a		P	
·x·		NUM	
dies		N	
:		:	
Car		C	
en		P	
·iiii·		NUM	
dies		N	
hi		PRO^ADV	
poyrem		VBDI^1^PL	
anar		VB	
e		CONJ	
en		P	
altres		D^Q	
·iiii·		NUM	
tornar		VB	
.		.	
E		CONJ	
los		D	
·ii·		NUM	
dies		N	
,		COMMA	
si		C	
mester		N	
havíem		VBDI^1^PL	
a		P	
estar		VB	
là		ADV	
,		COMMA	
que		C	
·ls		PRO^D^3^PL	
hi		PRO^ADV	
metéssem		VBDS^1^PL	
ho		PRO^A^NTR	
,		COMMA	
si		C	
no		NEG	
,		COMMA	
que		C	
·ls		D	
metéssem		VBDS^1^PL	
en		P	
la		D	
torna		N	
.		.	
dixeren		VBDI^3^PL	
en		P	
què		WPRO	
levarien		VBDI^3^PL	
lur		D^POS	
menjar		VB	
,		COMMA	
que		C	
assats		ADV	
eren		VBDI^3^PL	
carregades		N	
FOL172r		FOL	
lurs		D^POS	
azembles		N	
dels		P+D	
guarniments		VNI	
que		C	
portaven		VBDI^3^PL	
.		.	
E		CONJ	
nós		PRO^1^PL	
dixem		VBDI^1^PL	
que		C	
no		NEG	
·s		PRO^RFL^3^SG	
conqueria		VBPC^3^SG	
així		ADV	
terra		N	
,		COMMA	
que		C	
,		COMMA	
quant		C	
nós		PRO^1^PL	
conquerim		VBPI^1^PL	
lo		D	
regne		N	
de		P	
València		NPR	
,		COMMA	
metíem		VBI^1^PL	
a		P	
·iii·		NUM	
setmanes		N	
què		WPRO	
menjar		VB	
e		CONJ	
en		P	
aquesta		D^DEM	
manera		N	
:		:	
que		C	
·ls		D	
cavallers		N	
cavalcaven		VBDI^3^PL	
lurs		D^POS	
cavals		N	
e		CONJ	
carregaven		VBDI^3^PL	
les		D	
bèsties		N	
de		P	
pa		N	
e		CONJ	
de		P	
vi		VBDI^3^SG	
e		CONJ	
de		P	
civada		N	
e		CONJ	
ells		PRO^3^PL	
levaven		VBDI^3^PL	
les		D	
lances		N	
en		P	
les		D	
mans		N	
,		COMMA	
e		CONJ	
·lls		D	
escuts		N	
anaven		VBDI^3^PL	
sobre		P	
la		D	
azembla		N	
,		COMMA	
e		CONJ	
,		COMMA	
així		ADV	
con		C	
anàvem		VBDI^1^PL	
descargan		VBPI^3^PL	
,		COMMA	
cobràvem		VBDS^1^PL	
ses		D^POS	
bèsties		N	
una		D^Q	
a		P	
una		D^Q	
.		.	
E		CONJ	
ells		PRO^3^PL	
dixeren		VBDI^3^PL	
-nos		PRO^D^1^PL	
que		C	
açò		PRO^3^SG	
no		NEG	
porien		VBPC^3^PL	
fer		VB	
.		.	
E		CONJ	
dixem		VBDI^1^PL	
nós		PRO^1^PL	
:		:	
¿		¿	
No		NEG	
farets		VBFI^2^PL	
vós		PRO^2^PL	
ço		PRO^3^SG	
que		C	
nós		PRO^1^PL	
fem		VBPI^1^PL	
